,player,opp,home,stat,season_avg,mov_avg,expected,line,last_10,season,blend,prob,Z
238,Dennis Schroder,TOR,0,TRB+AST,6.7,8.6,8.6,9.5,30.0,23.015873015873016,26.507936507936506,0.3600487830644683,-0.09473684210526319
239,Clint Capela,ATL,0,PTS+TRB+AST,20.5,19.2,19.2,23.5,30.0,38.70967741935484,34.35483870967742,0.16239206917639615,-0.18297872340425536
240,Scottie Barnes,TOR,0,TRB,6.8,7.8,7.8,7.0,60.0,37.03703703703704,48.51851851851852,0.5187909829079023,0.11428571428571425
241,Desmond Bane,MEM,1,PTS+TRB,25.1,29.8,29.8,31.5,30.0,22.89156626506024,26.44578313253012,0.3673486939492968,-0.05396825396825394
242,Josh Giddey,OKC,0,PTS+TRB,24.1,21.0,21.0,21.5,70.0,68.75,69.375,0.44231404452892276,-0.023255813953488372
243,Walker Kessler,UTA,0,BLK+STL,2.6,1.5,1.5,2.5,20.0,48.717948717948715,34.35897435897436,0.19115316946194183,-0.4
244,Luguentz Dort,OKC,0,PTS+TRB+AST,20.3,17.4,17.4,16.5,70.0,66.66666666666666,68.33333333333333,0.570270849442484,0.05454545454545446
245,Zach LaVine,CHI,1,TRB+AST,8.6,6.7,6.7,7.5,40.0,61.72839506172839,50.864197530864196,0.35668303141277735,-0.10666666666666665
246,Scottie Barnes,TOR,0,FGA,13.3,14.7,14.7,15.5,40.0,27.160493827160494,33.58024691358025,0.40121067793380094,-0.0516129032258065
247,Anthony Edwards,MIN,0,PTS+TRB,30.8,34.0,34.0,28.5,80.0,61.29032258064516,70.64516129032258,0.8266528010667687,0.19298245614035087
248,Jaylen Brown,BOS,0,PTS+TRB,27.6,32.4,32.4,27.5,60.0,56.25,58.125,0.8034008578229498,0.17818181818181814
249,Damian Lillard,MIL,1,TOV,3.3,3.7,3.7,3.5,70.0,50.81967213114754,60.40983606557377,0.5058467558495816,0.0571428571428572
250,OG Anunoby,TOR,0,PTS+TRB,21.6,17.7,17.7,18.5,60.0,65.71428571428571,62.857142857142854,0.40969939743591466,-0.04324324324324328
251,Chet Holmgren,OKC,0,PTS+TRB+AST,23.2,23.2,23.2,20.5,75.0,75.0,75.0,0.7041861310628439,0.1317073170731707
252,Cam Thomas,BKN,1,PTS+AST,12.6,23.2,23.2,27.5,40.0,12.698412698412698,26.349206349206348,0.18383420683198648,-0.1563636363636364
253,Tyler Herro,MIA,0,TRB+AST,8.8,8.4,8.4,9.0,20.0,38.392857142857146,29.196428571428573,0.3340803022593467,-0.06666666666666662
254,Jordan Clarkson,UTA,0,TOV,3.1,3.9,3.9,2.5,80.0,63.07692307692307,71.53846153846153,0.746874897370216,0.5599999999999999
255,Giannis Antetokounmpo,MIL,1,3P,0.8,0.3,0.3,0.5,10.0,51.388888888888886,30.694444444444443,0.259181779318282,-0.4
256,Dennis Schroder,TOR,0,3PA,3.6,4.0,4.0,4.5,40.0,32.53968253968254,36.269841269841265,0.3711630648201266,-0.1111111111111111
257,Brook Lopez,MIL,1,STL,0.6,0.9,0.9,0.5,70.0,47.46835443037975,58.734177215189874,0.5934303402594008,0.8
258,Fred VanVleet,HOU,0,PTS+AST,26.3,22.6,22.6,25.5,30.0,45.83333333333333,37.916666666666664,0.26365091524159323,-0.11372549019607837
259,Coby White,CHI,1,PTS,9.7,10.2,10.2,10.5,60.0,38.46153846153847,49.23076923076923,0.4419657502369214,-0.02857142857142864
260,Brandon Ingram,NOP,1,AST,5.8,6.6,6.6,5.0,80.0,51.06382978723404,65.53191489361703,0.6453269565417072,0.31999999999999995
261,Josh Giddey,OKC,0,TRB,7.8,6.2,6.2,6.5,50.0,57.49999999999999,53.75,0.4257867694114772,-0.04615384615384613
262,Jabari Smith Jr.,HOU,0,PTS+AST,14.0,15.3,15.3,15.5,40.0,31.70731707317073,35.853658536585364,0.46261078433441716,-0.012903225806451568
263,Marcus Smart,MEM,1,STL,1.5,2.4,2.4,1.5,70.0,47.46835443037975,58.734177215189874,0.6915589588159976,0.6
264,Jrue Holiday,BOS,0,PTS+AST,25.3,21.1,21.1,20.5,70.0,71.22302158273382,70.61151079136691,0.5376755309216583,0.029268292682926897
265,Jalen Williams,OKC,0,TRB+AST,7.9,9.0,9.0,8.5,30.0,40.50632911392405,35.25316455696203,0.5443473956775811,0.058823529411764705
266,Jaren Jackson Jr.,MEM,1,3P,1.7,1.8,1.8,1.5,60.0,47.72727272727273,53.86363636363636,0.5371631129795577,0.20000000000000004
267,Shai Gilgeous-Alexander,OKC,0,AST,5.5,5.7,5.7,5.5,50.0,50.0,50.0,0.5050151278750382,0.0363636363636364
268,Grant Williams,DAL,0,3PA,3.3,4.7,4.7,5.0,20.0,18.461538461538463,19.230769230769234,0.3315615147022617,-0.05999999999999996
269,Xavier Tillman Sr.,MEM,1,TRB+AST,6.6,10.7,10.7,11.0,40.0,17.28395061728395,28.641975308641975,0.3849692708026897,-0.027272727272727337
270,Giannis Antetokounmpo,MIL,1,PTS,28.5,26.6,26.6,27.5,50.0,56.25,53.125,0.418471578955943,-0.032727272727272674
271,Kevin Huerter,SAC,1,PTS+AST,16.6,11.0,11.0,16.5,10.0,44.761904761904766,27.380952380952383,0.05592435246582561,-0.3333333333333333
272,Jayson Tatum,BOS,0,PTS+TRB,34.4,36.3,36.3,35.5,60.0,48.717948717948715,54.35897435897436,0.5419769956880225,0.022535211267605555
273,Kyle Kuzma,WAS,1,3PA,7.5,6.8,6.8,7.5,30.0,53.73134328358209,41.865671641791046,0.37151437745650395,-0.09333333333333335
274,Luka Doncic,DAL,0,3PA,8.4,10.8,10.8,10.0,60.0,20.28985507246377,40.14492753623188,0.5160307640044315,0.08000000000000007
275,Luka Doncic,DAL,0,PTS+TRB,41.4,42.8,42.8,42.5,50.0,47.82608695652174,48.913043478260875,0.5081113549538648,0.007058823529411698
276,Stephen Curry,GSW,0,PTS+TRB+AST,39.4,42.7,42.7,41.5,30.0,42.92929292929293,36.464646464646464,0.5630910144369998,0.02891566265060248
277,Pascal Siakam,TOR,0,FT,5.0,3.2,3.2,5.0,30.0,42.66666666666667,36.333333333333336,0.10540810546917734,-0.36
278,Shaedon Sharpe,POR,1,TOV,1.1,2.9,2.9,2.5,70.0,16.666666666666664,43.33333333333333,0.5540368014428195,0.15999999999999998
279,Kevon Looney,GSW,0,TRB+AST,9.9,13.7,13.7,14.0,40.0,18.83116883116883,29.415584415584416,0.39780094688547263,-0.02142857142857148
280,Jabari Smith Jr.,HOU,0,BLK,0.9,0.6,0.6,0.5,60.0,60.97560975609756,60.48780487804878,0.4511883639059735,0.19999999999999996
281,Luka Doncic,DAL,0,PTS+AST,40.8,41.2,41.2,40.5,50.0,57.971014492753625,53.98550724637681,0.5331740866601531,0.017283950617284022
282,Mikal Bridges,BKN,1,PTS+TRB+AST,25.4,30.3,30.3,32.5,50.0,26.400000000000002,38.2,0.33541660280755425,-0.06769230769230768
283,Mark Williams,CHA,1,TRB+AST,7.6,9.7,9.7,9.5,60.0,28.26086956521739,44.130434782608695,0.5040211582497902,0.021052631578947295
284,Jordan Clarkson,UTA,0,PTS+TRB,24.3,16.9,16.9,19.5,60.0,70.76923076923077,65.38461538461539,0.25559050796073246,-0.13333333333333341
285,Pascal Siakam,TOR,0,AST,5.7,3.9,3.9,4.0,40.0,69.33333333333334,54.66666666666667,0.3516346237900496,-0.025000000000000022
286,Cam Thomas,BKN,1,PTS+TRB,13.0,24.4,24.4,29.5,40.0,12.698412698412698,26.349206349206348,0.15101266685249182,-0.17288135593220344
287,Damian Lillard,MIL,1,ORB,0.8,0.9,0.9,0.5,70.0,54.09836065573771,62.049180327868854,0.5934303402594008,0.8
288,Tyus Jones,WAS,1,PTS+AST,14.2,15.9,15.9,18.5,40.0,26.851851851851855,33.425925925925924,0.24940293196838292,-0.14054054054054052
289,Dillon Brooks,HOU,0,PTS,14.8,13.4,13.4,11.5,70.0,61.458333333333336,65.72916666666667,0.6861382704388774,0.16521739130434784
290,Coby White,CHI,1,TRB+AST,5.7,7.6,7.6,7.5,50.0,24.358974358974358,37.17948717948718,0.48995813462075066,0.013333333333333286
291,Brook Lopez,MIL,1,PTS+TRB,21.4,21.4,21.4,17.5,60.0,62.65822784810127,61.32911392405063,0.7976783857454542,0.22285714285714278
292,Bam Adebayo,MIA,0,BLK,0.8,0.9,0.9,0.5,40.0,53.125,46.5625,0.5934303402594008,0.8
293,Aaron Gordon,DEN,1,PTS,15.3,14.2,14.2,12.5,70.0,64.94845360824742,67.4742268041237,0.6609389397671859,0.13599999999999995
294,Clint Capela,ATL,0,TRB+AST,10.5,10.1,10.1,12.0,30.0,32.903225806451616,31.451612903225808,0.2180150576324288,-0.15833333333333335
295,Brook Lopez,MIL,1,3P,1.4,1.6,1.6,1.5,40.0,38.607594936708864,39.30379746835443,0.4750690532138959,0.06666666666666672
296,Deni Avdija,WAS,1,TRB,6.4,6.8,6.8,6.5,70.0,48.10126582278481,59.050632911392405,0.5200837795439648,0.04615384615384613
297,Clint Capela,ATL,0,STL,0.6,0.6,0.6,0.5,70.0,49.03225806451613,59.516129032258064,0.4511883639059735,0.19999999999999996
298,Michael Porter Jr.,DEN,1,TRB+AST,7.2,9.4,9.4,8.0,60.0,27.0,43.5,0.5957645925283942,0.17500000000000004
299,Pascal Siakam,TOR,0,TRB+AST,13.5,11.2,11.2,11.5,50.0,66.66666666666666,58.33333333333333,0.4445945169168366,-0.02608695652173919
300,Jordan Poole,WAS,1,FGA,14.7,14.7,14.7,18.0,20.0,24.324324324324326,22.16216216216216,0.15999191749322117,-0.18333333333333338
301,Jordan Poole,WAS,1,PTS+TRB,22.3,20.6,20.6,26.5,20.0,30.630630630630627,25.315315315315313,0.1003438796688022,-0.22264150943396221
302,Desmond Bane,MEM,1,AST,3.8,3.8,3.8,4.5,50.0,39.75903614457831,44.87951807228916,0.3321563994691463,-0.15555555555555559
303,Scottie Barnes,TOR,0,TRB+AST,11.6,12.7,12.7,12.0,60.0,41.9753086419753,50.98765432098765,0.5035659292119409,0.05833333333333327
304,Jalen Williams,OKC,0,PTS+AST,17.5,20.4,20.4,19.5,60.0,34.177215189873415,47.088607594936704,0.564880022909106,0.04615384615384608
305,Isaiah Stewart,DET,0,PTS+AST,12.9,13.6,13.6,13.5,60.0,40.74074074074074,50.37037037037037,0.4926229140699885,0.007407407407407381
306,Jaren Jackson Jr.,MEM,1,TRB+AST,7.9,10.0,10.0,10.0,50.0,19.318181818181817,34.65909090909091,0.41696024980701485,0.0
307,Rudy Gobert,MIN,0,PTS+TRB,25.0,26.9,26.9,24.5,70.0,51.181102362204726,60.59055118110236,0.6689797343068244,0.09795918367346933
308,Mike Conley,MIN,0,TRB+AST,9.7,7.9,7.9,7.0,50.0,69.5945945945946,59.7972972972973,0.5329955153681531,0.12857142857142861
309,Zach LaVine,CHI,1,FGA,18.1,19.4,19.4,19.0,20.0,34.5679012345679,27.28395061728395,0.47579130160892713,0.021052631578947295
310,Brook Lopez,MIL,1,FT,2.1,1.5,1.5,1.5,40.0,50.63291139240506,45.31645569620253,0.44217459962892525,0.0
311,Kyle Kuzma,WAS,1,TRB+AST,10.9,9.1,9.1,10.0,30.0,49.25373134328358,39.626865671641795,0.3059333634449928,-0.09000000000000004
312,Giannis Antetokounmpo,MIL,1,FT,6.7,5.8,5.8,7.0,40.0,38.19444444444444,39.09722222222222,0.2289740728117542,-0.17142857142857146
313,Deni Avdija,WAS,1,PTS,9.2,11.2,11.2,10.5,60.0,37.9746835443038,48.9873417721519,0.5637583141983817,0.0666666666666666
314,Jayson Tatum,BOS,0,PTS+AST,31.1,32.6,32.6,30.5,50.0,55.769230769230774,52.88461538461539,0.6339110450722389,0.06885245901639349
315,Trae Young,ATL,0,TOV,4.2,3.5,3.5,3.5,70.0,65.0485436893204,67.5242718446602,0.463367332099215,0.0
316,Fred VanVleet,HOU,0,AST,7.2,7.5,7.5,6.5,40.0,56.94444444444444,48.47222222222222,0.6218453056765306,0.15384615384615385
317,Alperen Sengun,HOU,0,BLK+STL,1.8,1.9,1.9,1.5,60.0,51.28205128205128,55.641025641025635,0.5662510042543581,0.2666666666666666
318,Desmond Bane,MEM,1,PTS,20.4,25.2,25.2,26.5,30.0,18.072289156626507,24.036144578313255,0.3859641650935426,-0.04905660377358493
319,Josh Giddey,OKC,0,PTS+AST,22.4,19.8,19.8,20.5,70.0,60.0,65.0,0.42314630263918473,-0.0341463414634146
320,DeMar DeRozan,CHI,1,TRB,4.6,3.4,3.4,4.0,20.0,46.15384615384615,33.07692307692308,0.25581835269334485,-0.15000000000000002
321,Nikola Vucevic,CHI,1,DRB,9.0,8.4,8.4,9.0,20.0,40.69767441860465,30.348837209302324,0.3340803022593467,-0.06666666666666662
322,Ausar Thompson,DET,0,TRB,10.5,10.7,10.7,9.0,75.0,75.0,75.0,0.6260657322391925,0.1888888888888888
323,Mikal Bridges,BKN,1,PTS+TRB,22.4,26.8,26.8,29.5,30.0,21.6,25.8,0.2928962173201435,-0.09152542372881353
324,Jalen Johnson,ATL,0,PTS+TRB,9.9,16.3,16.3,20.5,20.0,6.172839506172839,13.08641975308642,0.149232354895095,-0.20487804878048776
325,Pascal Siakam,TOR,0,PTS+AST,29.5,22.9,22.9,24.5,40.0,66.66666666666666,53.33333333333333,0.3574939516723331,-0.06530612244897965
326,Nikola Vucevic,CHI,1,PTS+TRB,28.5,26.5,26.5,27.5,50.0,58.139534883720934,54.06976744186046,0.410846681250733,-0.03636363636363636
327,Josh Giddey,OKC,0,STL,0.7,0.7,0.7,0.5,40.0,55.00000000000001,47.5,0.5034146962085905,0.3999999999999999
328,Jaren Jackson Jr.,MEM,1,TRB,6.8,7.6,7.6,8.0,50.0,23.863636363636363,36.93181818181818,0.35180836903267776,-0.050000000000000044
329,Nikola Vucevic,CHI,1,TRB+AST,14.2,12.7,12.7,14.0,20.0,45.348837209302324,32.674418604651166,0.2946308502594326,-0.0928571428571429
330,Nikola Vucevic,CHI,1,FT,1.6,2.1,2.1,1.5,60.0,46.51162790697674,53.25581395348837,0.6203850724157562,0.4000000000000001
331,Jalen Williams,OKC,0,AST,3.4,4.4,4.4,3.5,70.0,40.50632911392405,55.25316455696203,0.640552227211231,0.25714285714285723
332,Ziaire Williams,MEM,1,STL,0.4,0.3,0.3,0.5,20.0,33.9622641509434,26.9811320754717,0.259181779318282,-0.4
333,Damian Lillard,MIL,1,TRB,4.8,6.0,6.0,5.0,60.0,36.0655737704918,48.0327868852459,0.5543203586353891,0.2
334,Clint Capela,ATL,0,DRB,6.4,6.5,6.5,7.5,20.0,35.483870967741936,27.741935483870968,0.3272422198694327,-0.13333333333333333
335,Keegan Murray,SAC,1,PTS+TRB,16.9,20.6,20.6,22.5,40.0,25.287356321839084,32.64367816091954,0.3267929335220836,-0.08444444444444438
336,Grant Williams,DAL,0,PTS+TRB,11.3,12.8,12.8,14.5,40.0,33.07692307692307,36.53846153846153,0.3046185561674686,-0.11724137931034478
337,Killian Hayes,DET,0,PTS+TRB,13.1,14.5,14.5,12.5,50.0,42.5,46.25,0.688917801734303,0.16
338,Jalen Johnson,ATL,0,TRB+AST,5.2,7.5,7.5,10.5,10.0,7.4074074074074066,8.703703703703702,0.1377620165716119,-0.2857142857142857
339,Harrison Barnes,SAC,1,PTS+TRB,17.9,17.5,17.5,18.5,40.0,39.21568627450981,39.6078431372549,0.39106598362930156,-0.05405405405405406
340,Shaedon Sharpe,POR,1,TRB,3.1,5.4,5.4,5.0,50.0,11.904761904761903,30.952380952380953,0.45386789564180074,0.08000000000000007
341,Killian Hayes,DET,0,STL,1.4,1.4,1.4,1.5,40.0,42.5,41.25,0.40816728654014434,-0.06666666666666672
342,Jabari Smith Jr.,HOU,0,TRB,7.2,7.4,7.4,7.5,60.0,48.78048780487805,54.390243902439025,0.46066722702750873,-0.013333333333333286
343,Terry Rozier,CHA,1,PTS+AST,26.2,25.7,25.7,24.5,70.0,65.15151515151516,67.57575757575758,0.5813273682413607,0.048979591836734664
344,Bam Adebayo,MIA,0,PTS+TRB,27.2,25.6,25.6,28.5,30.0,45.3125,37.65625,0.27582073299237575,-0.10175438596491224
345,CJ McCollum,NOP,1,AST,5.7,5.1,5.1,5.0,30.0,51.28205128205128,40.641025641025635,0.4015802927438654,0.019999999999999928
346,Jamal Murray,DEN,1,TRB,4.2,3.1,3.1,3.5,50.0,61.6822429906542,55.8411214953271,0.3751600546009546,-0.11428571428571425
347,Kristaps Porzingis,BOS,0,PTS+TRB,31.4,30.3,30.3,27.5,70.0,64.70588235294117,67.35294117647058,0.6864900881031218,0.10181818181818185
348,Kyle Kuzma,WAS,1,STL,0.6,0.6,0.6,0.5,60.0,46.26865671641791,53.134328358208954,0.4511883639059735,0.19999999999999996
349,Trae Young,ATL,0,AST,9.8,10.5,10.5,9.5,50.0,51.45631067961165,50.728155339805824,0.6028674006491891,0.10526315789473684
350,Mikal Bridges,BKN,1,PTS+AST,20.9,25.1,25.1,27.5,50.0,28.000000000000004,39.0,0.3069217739245417,-0.08727272727272722
351,Clint Capela,ATL,0,PTS,10.0,9.0,9.0,12.0,20.0,32.903225806451616,26.451612903225808,0.1242265708290351,-0.25
352,Jakob Poeltl,TOR,0,PTS,12.3,9.2,9.2,8.0,50.0,67.10526315789474,58.55263157894737,0.5703910230199261,0.1499999999999999
353,Pascal Siakam,TOR,0,3PA,4.1,4.6,4.6,4.5,60.0,42.66666666666667,51.333333333333336,0.48676599920428587,0.022222222222222143
354,Tyler Herro,MIA,0,PTS+AST,21.8,26.4,26.4,27.5,30.0,25.892857142857146,27.946428571428573,0.4032361579613585,-0.04000000000000005
355,Jerami Grant,POR,1,PTS+AST,22.6,19.2,19.2,21.5,40.0,50.74626865671642,45.373134328358205,0.2903275487496685,-0.10697674418604654
356,De'Andre Hunter,ATL,0,TRB,4.3,4.5,4.5,4.0,30.0,36.04651162790697,33.02325581395348,0.46789642362528494,0.125
357,Daniel Gafford,WAS,1,PTS+TRB,14.6,20.6,20.6,16.5,60.0,41.25,50.625,0.8153449157108615,0.24848484848484856
358,Scottie Barnes,TOR,0,PTS+TRB,22.4,25.4,25.4,25.5,50.0,38.2716049382716,44.1358024691358,0.4788541316080931,-0.003921568627451036
359,Jayson Tatum,BOS,0,BLK,0.8,0.6,0.6,0.5,40.0,52.56410256410257,46.282051282051285,0.4511883639059735,0.19999999999999996
360,Jordan Poole,WAS,1,TRB+AST,7.0,6.0,6.0,7.5,20.0,36.93693693693694,28.46846846846847,0.25602023954628295,-0.2
361,Kristaps Porzingis,BOS,0,TRB+AST,11.0,10.3,10.3,10.5,40.0,51.470588235294116,45.73529411764706,0.45443786405916153,-0.01904761904761898
362,Talen Horton-Tucker,UTA,0,AST,3.9,5.9,5.9,5.5,60.0,28.985507246376812,44.492753623188406,0.5381272410127839,0.0727272727272728
363,Daniel Gafford,WAS,1,TRB,5.6,7.9,7.9,6.5,70.0,38.75,54.375,0.6742599044193969,0.21538461538461545
364,Klay Thompson,GSW,0,PTS+AST,22.3,21.7,21.7,20.5,70.0,56.56108597285068,63.28054298642534,0.5885082782969405,0.05853658536585363
365,Jayson Tatum,BOS,0,TRB,7.8,8.1,8.1,9.5,40.0,32.69230769230769,36.34615384615385,0.295858388584602,-0.14736842105263162
366,Nikola Jokic,DEN,1,PTS+AST,33.8,35.1,35.1,35.5,50.0,40.476190476190474,45.23809523809524,0.4619349973922817,-0.011267605633802778
367,Jaden McDaniels,MIN,0,STL,0.9,1.0,1.0,0.5,60.0,55.00000000000001,57.5,0.6321205588285576,1.0
368,Trae Young,ATL,0,FT,7.5,7.4,7.4,7.5,40.0,46.601941747572816,43.30097087378641,0.46066722702750873,-0.013333333333333286
369,Zach LaVine,CHI,1,PTS+TRB,29.3,28.9,28.9,29.5,20.0,43.20987654320987,31.604938271604937,0.44344262425100944,-0.020338983050847505
370,Karl-Anthony Towns,MIN,0,TOV,3.1,2.2,2.2,2.5,50.0,64.58333333333334,57.29166666666667,0.37728625000368377,-0.11999999999999993
371,Michael Porter Jr.,DEN,1,PTS+AST,17.1,15.5,15.5,15.5,60.0,60.0,60.0,0.48298875273029185,0.0
372,LaMelo Ball,CHA,1,PTS+TRB,29.0,24.9,24.9,26.5,60.0,69.23076923076923,64.61538461538461,0.3629835680194172,-0.060377358490566094
373,Klay Thompson,GSW,0,TRB,4.0,4.3,4.3,4.0,60.0,39.81900452488688,49.90950226244344,0.42956189260589617,0.07499999999999996
374,Stephen Curry,GSW,0,AST,6.1,4.5,4.5,5.5,40.0,57.57575757575758,48.78787878787879,0.2970695651391726,-0.18181818181818182
375,Nikola Vucevic,CHI,1,FGA,14.0,13.7,13.7,12.5,50.0,68.6046511627907,59.30232558139535,0.6114024910468371,0.09599999999999995
376,Mark Williams,CHA,1,TRB,7.2,9.0,9.0,9.0,50.0,26.08695652173913,38.04347826086956,0.4125917556680583,0.0
377,Walker Kessler,UTA,0,PTS+TRB,17.5,20.4,20.4,18.5,50.0,42.30769230769231,46.15384615384615,0.6516303516149266,0.10270270270270263
378,Mike Conley,MIN,0,AST,6.6,5.0,5.0,5.0,40.0,63.51351351351351,51.75675675675676,0.38403934516693705,0.0
379,Jalen Green,HOU,0,TRB,3.8,4.4,4.4,3.5,30.0,50.63291139240506,40.31645569620253,0.640552227211231,0.25714285714285723
380,Jerami Grant,POR,1,PTS+TRB,24.7,22.5,22.5,23.5,40.0,50.74626865671642,45.373134328358205,0.4034836502112722,-0.0425531914893617
381,Giannis Antetokounmpo,MIL,1,PTS+AST,33.9,31.3,31.3,31.5,60.0,62.5,61.25,0.4738558408175687,-0.006349206349206327
382,Trae Young,ATL,0,PTS,26.0,24.3,24.3,25.5,40.0,50.48543689320388,45.24271844660194,0.39159639542442193,-0.047058823529411736
383,Domantas Sabonis,SAC,1,BLK+STL,1.3,2.0,2.0,1.5,60.0,38.38383838383838,49.19191919191919,0.593994150290162,0.3333333333333333
384,De'Andre Hunter,ATL,0,PTS+AST,16.8,17.7,17.7,17.5,40.0,44.18604651162791,42.093023255813954,0.5030603866283425,0.011428571428571389
385,Clint Capela,ATL,0,TRB,9.6,9.3,9.3,11.0,30.0,35.483870967741936,32.74193548387097,0.22702855840634983,-0.15454545454545449
386,Grant Williams,DAL,0,TRB,3.9,3.6,3.6,5.0,30.0,23.076923076923077,26.53846153846154,0.15588146615262388,-0.27999999999999997
387,Shai Gilgeous-Alexander,OKC,0,PTS+TRB+AST,41.6,39.9,39.9,41.5,60.0,58.333333333333336,59.16666666666667,0.390536833461245,-0.03855421686746991
388,Gordon Hayward,CHA,1,TRB+AST,8.6,9.9,9.9,8.5,70.0,45.28301886792453,57.64150943396227,0.6558085960836444,0.16470588235294123
389,Rudy Gobert,MIN,0,TRB+AST,12.7,14.3,14.3,12.5,80.0,51.96850393700787,65.98425196850394,0.6704174232699274,0.14400000000000004
390,Dennis Schroder,TOR,0,PTS+TRB,15.1,13.4,13.4,15.5,30.0,44.44444444444444,37.22222222222222,0.2728086402739157,-0.13548387096774192
391,Jalen Williams,OKC,0,TRB,4.5,4.6,4.6,4.5,40.0,51.89873417721519,45.949367088607595,0.48676599920428587,0.022222222222222143
392,Aaron Gordon,DEN,1,TRB,6.5,5.6,5.6,5.0,60.0,61.855670103092784,60.927835051546396,0.4881390616244967,0.11999999999999993
393,Scoot Henderson,POR,1,PTS+TRB,11.0,11.0,11.0,13.5,50.0,50.0,50.0,0.21870882746162934,-0.18518518518518517
394,Trae Young,ATL,0,PTS+TRB+AST,38.9,37.3,37.3,37.5,40.0,58.252427184466015,49.12621359223301,0.4760503495126418,-0.0053333333333334095
395,Harrison Barnes,SAC,1,PTS+AST,14.7,15.6,15.6,16.5,30.0,33.98692810457516,31.99346405228758,0.39441744687208524,-0.054545454545454564
396,Mark Williams,CHA,1,BLK+STL,1.7,1.5,1.5,1.5,40.0,47.82608695652174,43.913043478260875,0.44217459962892525,0.0
397,Alperen Sengun,HOU,0,PTS+TRB,24.0,28.1,28.1,26.5,60.0,33.33333333333333,46.666666666666664,0.6075267639278386,0.060377358490566094
398,Daniel Gafford,WAS,1,PTS+AST,10.1,13.8,13.8,11.5,50.0,37.5,43.75,0.7227281414746625,0.20000000000000007
399,Ben Simmons,BKN,1,PTS,7.0,6.6,6.6,8.0,30.0,35.55555555555556,32.77777777777778,0.22044286240913757,-0.17500000000000004
400,Alperen Sengun,HOU,0,PTS+AST,18.9,23.3,23.3,21.5,60.0,32.05128205128205,46.02564102564102,0.634081707746905,0.08372093023255817
401,Luka Doncic,DAL,0,TRB,8.8,9.9,9.9,10.0,30.0,27.536231884057973,28.768115942028984,0.4044513415747293,-0.009999999999999964
402,Walker Kessler,UTA,0,TRB,8.3,8.5,8.5,8.5,40.0,46.15384615384615,43.07692307692308,0.4768949549671132,0.0
403,Lauri Markkanen,UTA,0,TRB,8.7,9.7,9.7,9.0,60.0,44.285714285714285,52.14285714285714,0.5040211582497902,0.0777777777777777
404,Grant Williams,DAL,0,PTS+AST,8.7,10.1,10.1,10.5,50.0,36.15384615384615,43.07692307692308,0.42946917888485636,-0.038095238095238126
405,Jaden McDaniels,MIN,0,PTS+TRB+AST,17.8,15.8,15.8,13.5,70.0,66.25,68.125,0.7089078405864758,0.17037037037037042
406,Damian Lillard,MIL,1,3PA,11.2,9.9,9.9,9.5,50.0,65.57377049180327,57.78688524590164,0.5294984179384613,0.04210526315789478
407,Zach LaVine,CHI,1,PTS+AST,28.9,27.3,27.3,29.5,30.0,45.67901234567901,37.839506172839506,0.3273677427916609,-0.07457627118644065
408,Ziaire Williams,MEM,1,PTS+AST,7.0,10.4,10.4,13.5,30.0,13.20754716981132,21.60377358490566,0.16641254651430626,-0.2296296296296296
409,Fred VanVleet,HOU,0,PTS+TRB,23.2,17.9,17.9,22.5,40.0,48.61111111111111,44.30555555555556,0.13937563625711602,-0.2044444444444445
410,Coby White,CHI,1,AST,2.8,4.0,4.0,4.0,30.0,17.94871794871795,23.974358974358974,0.3711630648201266,0.0
411,Ben Simmons,BKN,1,PTS+TRB,13.5,13.9,13.9,17.5,20.0,20.0,20.0,0.1657479404530574,-0.20571428571428568
412,Jordan Clarkson,UTA,0,AST,4.5,5.5,5.5,5.0,70.0,29.230769230769234,49.61538461538461,0.4710813134741374,0.1
413,Marcus Smart,MEM,1,TRB+AST,9.3,9.1,9.1,10.5,40.0,36.075949367088604,38.037974683544306,0.3059333634449928,-0.13333333333333336
414,Bam Adebayo,MIA,0,TRB+AST,12.1,9.2,9.2,12.5,20.0,44.53125,32.265625,0.13926071044486343,-0.26400000000000007
415,Nikola Jokic,DEN,1,BLK+STL,1.9,1.7,1.7,1.5,60.0,58.730158730158735,59.36507936507937,0.5067544850576164,0.1333333333333333
416,CJ McCollum,NOP,1,TRB,4.4,4.6,4.6,3.5,60.0,65.38461538461539,62.69230769230769,0.6742937169785529,0.31428571428571417
417,Karl-Anthony Towns,MIN,0,PTS+AST,23.5,20.5,20.5,23.5,40.0,58.333333333333336,49.16666666666667,0.24715035832530974,-0.1276595744680851
418,Jordan Poole,WAS,1,ORB,0.4,0.7,0.7,0.5,30.0,34.234234234234236,32.11711711711712,0.5034146962085905,0.3999999999999999
419,Dillon Brooks,HOU,0,PTS+TRB,18.1,16.8,16.8,14.5,80.0,67.70833333333334,73.85416666666667,0.7028950329782107,0.15862068965517245
420,Tyler Herro,MIA,0,PTS,18.0,22.8,22.8,23.5,30.0,25.0,27.5,0.4282780121318561,-0.02978723404255316
421,Cade Cunningham,DET,0,PTS+AST,26.6,25.6,25.6,27.0,50.0,50.0,50.0,0.34321756294006434,-0.0518518518518518
422,Kevon Looney,GSW,0,AST,2.1,3.0,3.0,2.5,50.0,34.41558441558442,42.20779220779221,0.5768099188731564,0.2
